# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
602148at33208a	Complete	Sc0000640	70455	71706	-	105.0	77
602587at33208a	Missing
603239at33208a	Complete	Sc0000290	482513	483040	-	137.7	148
603370at33208a	Complete	Sc0000173	418812	420213	+	200.9	122
603609at33208a	Complete	Sc0000031	247955	250113	+	128.8	111
603673at33208a	Complete	Sc0000001	781722	782738	-	175.1	111
604211at33208a	Complete	xfSc0000009	380452	384254	-	165.3	153
604943at33208a	Complete	Sc0000149	352778	355423	+	150.6	114
605189at33208a	Complete	Sc0000018	1441830	1444147	+	71.2	71
606048at33208a	Fragmented	Sc0000121	615667	617386	-	146.6	97
606539at33208a	Complete	Sc0000005	776064	778872	-	154.6	115
606748at33208a	Complete	Sc0000009	996116	998026	-	137.9	85
606776at33208a	Complete	Sc0000283	283311	283724	+	44.8	91
606795at33208a	Complete	Sc0000033	1047898	1055272	-	126.8	93
606958at33208a	Complete	Sc0000066	1257936	1259386	-	124.4	86
607862at33208a	Complete	Sc0000083	433050	437009	-	140.5	90
608011at33208a	Complete	Sc0000066	1284369	1287529	-	124.2	73
608074at33208a	Complete	Sc0000202	275336	283840	-	191.7	138
608190at33208a	Complete	xpSc0007074	109565	111018	-	100.0	95
608669at33208a	Missing
608869at33208a	Complete	Sc0000462	183330	189611	-	155.9	103
608924at33208a	Complete	Sc0000329	321635	325589	-	176.2	118
609899at33208a	Fragmented	Sc0000117	801317	805234	-	110.9	79
610427at33208a	Complete	Sc0000123	379691	382721	-	136.6	97
610541at33208a	Fragmented	Sc0000049	740237	740770	-	102.4	90
611258at33208a	Complete	Sc0000059	1241811	1260457	+	137.2	182
611279at33208a	Complete	xfSc0000067	177643	186109	+	167.7	178
611373at33208a	Complete	Sc0000311	177636	180711	+	127.8	93
611891at33208a	Complete	Sc0000049	1218892	1220232	-	66.1	74
612760at33208a	Complete	Sc0000005	1115713	1120980	+	148.6	87
612825at33208a	Complete	Sc0000173	432430	434304	+	129.0	162
613522at33208a	Missing
613580at33208a	Complete	Sc0000161	304634	316618	+	236.2	368
613851at33208a	Complete	Sc0000001	1096028	1098945	-	120.3	106
614305at33208a	Missing
615531at33208a	Complete	Sc0001111	365	2223	-	130.4	76
615585at33208a	Complete	Sc0000422	195754	197085	-	108.7	84
615840at33208a	Missing
616120at33208a	Complete	Sc0000271	418941	422205	+	103.1	83
616149at33208a	Complete	Sc0000351	28887	31489	-	82.1	72
616613at33208a	Complete	Sc0000142	399930	401316	-	158.3	79
616716at33208a	Complete	xfSc0000417	33380	38226	+	161.2	123
617020at33208a	Complete	xfSc0000031	15596	16516	-	235.6	198
617441at33208a	Complete	xpSc0007062	17704	18048	+	167.2	80
617522at33208a	Complete	Sc0000503	161154	161699	-	106.2	94
617667at33208a	Complete	Sc0000505	208220	209118	+	125.1	73
618339at33208a	Complete	Sc0000018	792579	794698	-	139.1	83
618421at33208a	Complete	Sc0000096	752786	753190	-	95.2	97
618516at33208a	Complete	Sc0000294	111870	113890	+	159.7	135
618986at33208a	Complete	Sc0000098	904501	914621	+	94.5	110
619250at33208a	Complete	Sc0000107	465215	468655	-	105.2	119
619326at33208a	Complete	Sc0000050	109854	114382	+	147.4	88
619415at33208a	Complete	Sc0000219	509848	512562	+	169.3	156
620546at33208a	Complete	Sc0000000	485238	485945	+	133.5	126
620753at33208a	Complete	Sc0000032	581993	585805	+	109.4	114
621585at33208a	Complete	Sc0000343	256123	257729	-	127.8	105
621808at33208a	Complete	Sc0000012	1827633	1830454	+	171.5	81
622156at33208a	Complete	Sc0000109	944713	950822	+	121.4	116
622172at33208a	Missing
622270at33208a	Complete	Sc0000075	257041	260067	-	130.7	95
622461at33208a	Complete	Sc0000035	811826	812796	+	191.1	105
622560at33208a	Complete	Sc0000567	133197	139537	+	200.0	126
623138at33208a	Complete	Sc0000451	4859	25214	-	112.3	97
623324at33208a	Complete	Sc0000451	168664	178677	-	209.5	117
623444at33208a	Complete	xfSc0000016	489877	490865	+	187.8	151
623995at33208a	Complete	Sc0000030	1582088	1585376	-	88.6	67
625077at33208a	Complete	Sc0000618	30375	35200	-	122.0	85
625091at33208a	Complete	Sc0000180	610722	612847	+	68.4	75
625769at33208a	Complete	Sc0000023	1323186	1332415	+	133.2	83
628082at33208a	Complete	Sc0000025	1100650	1102820	-	121.4	67
628231at33208a	Complete	Sc0000039	1442956	1447470	-	61.5	92
628247at33208a	Complete	Sc0000262	348425	353060	-	102.6	100
629763at33208a	Complete	Sc0000043	1371649	1374204	-	85.5	62
630073at33208a	Complete	xfSc0000005	550037	554115	+	109.3	57
631107at33208a	Complete	xfSc0000089	11032	12429	-	115.4	249
631173at33208a	Complete	Sc0000023	567532	575481	-	110.0	82
631196at33208a	Complete	Sc0000142	307511	309281	-	129.0	173
631662at33208a	Complete	Sc0000711	34669	37387	-	125.8	84
631767at33208a	Complete	Sc0000209	395946	398891	-	128.6	100
631798at33208a	Fragmented	Sc0000594	128672	134162	-	83.9	92
631811at33208a	Complete	Sc0000118	754324	758388	+	179.0	149
632234at33208a	Complete	Sc0000026	1258553	1260319	-	151.9	96
632472at33208a	Complete	Sc0000172	55679	61193	+	110.7	96
632566at33208a	Complete	Sc0000028	510304	520023	-	202.3	145
633007at33208a	Complete	xfSc0000042	354211	356422	+	145.6	130
633282at33208a	Complete	Sc0000464	150422	151946	-	60.0	61
633619at33208a	Complete	Sc0000040	180830	183108	+	77.0	52
634446at33208a	Complete	Sc0000063	1237685	1240316	-	122.8	79
634447at33208a	Complete	Sc0000076	754674	756563	+	146.1	85
636041at33208a	Complete	Sc0000003	1519147	1521337	+	70.2	78
636070at33208a	Complete	Sc0000214	476991	479103	+	54.2	92
636300at33208a	Complete	xfSc0000141	135219	144702	-	154.7	73
636423at33208a	Complete	Sc0000324	338088	338510	+	60.6	76
637971at33208a	Complete	Sc0000000	2622477	2626801	+	88.3	86
638541at33208a	Complete	xpSc0007059	484530	490055	-	91.8	75
639252at33208a	Complete	Sc0000059	500000	504436	+	105.1	103
640187at33208a	Missing
640349at33208a	Complete	Sc0000066	1115032	1118131	-	74.5	72
641073at33208a	Fragmented	Sc0000495	165237	170489	-	47.7	87
641257at33208a	Missing
642323at33208a	Fragmented	Sc0000126	364139	364369	-	52.8	41
642552at33208a	Fragmented	Sc0000427	252375	255718	+	86.0	61
642773at33208a	Complete	Sc0000019	1441650	1442790	-	76.2	71
643380at33208a	Complete	Sc0000161	402979	408162	-	95.8	103
643883at33208a	Complete	xfSc0000050	268923	270952	-	98.2	86
643954at33208a	Missing
644034at33208a	Complete	Sc0000043	1344325	1347067	+	64.8	48
648300at33208a	Complete	Sc0000328	196455	203011	+	125.2	176
649979at33208a	Complete	Sc0000021	833415	836546	-	114.1	98
