# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
595404at33208a	Duplicated	OKRP01000774.1	142282	143806	-	143.3	89
595404at33208a	Duplicated	OKRP01003801.1	2197	3499	+	128.1	85
595858at33208a	Complete	OKRP01002836.1	11200	34772	+	258.2	253
596131at33208a	Complete	OKRP01000756.1	79788	83472	+	158.9	99
596973at33208a	Fragmented	OKRP01000294.1	54238	57179	-	82.4	88
597023at33208a	Complete	OKRP01000647.1	141335	141826	+	109.7	138
597816at33208a	Complete	OKRP01000364.1	13804	31685	+	179.9	146
598405at33208a	Fragmented	OKRP01000259.1	173228	176618	-	88.9	69
598944at33208a	Fragmented	OKRP01009910.1	606	1702	+	83.5	87
599320at33208a	Complete	OKRP01002701.1	11234	11536	-	122.7	87
600462at33208a	Complete	OKRP01000404.1	732	7847	-	187.9	185
600823at33208a	Complete	OKRP01000829.1	53654	56880	+	158.7	153
601242at33208a	Missing
601650at33208a	Missing
601768at33208a	Fragmented	OKRP01000897.1	127387	127725	-	127.1	102
601875at33208a	Missing
601886at33208a	Fragmented	OKRP01000494.1	818	2441	+	99.2	71
601967at33208a	Complete	OKRP01002062.1	43545	45617	+	164.1	126
602089at33208a	Complete	OKRP01001368.1	79800	80782	+	171.0	98
602148at33208a	Complete	OKRP01001153.1	59181	60514	+	105.0	77
602587at33208a	Missing
603239at33208a	Complete	OKRP01000579.1	137799	138326	+	139.1	145
603370at33208a	Complete	OKRP01000973.1	79574	80997	-	200.9	122
603609at33208a	Complete	OKRP01000319.1	41801	44180	+	126.9	111
603673at33208a	Missing
604211at33208a	Complete	OKRP01000384.1	183373	186261	+	113.2	131
604943at33208a	Complete	OKRP01001183.1	47207	51581	+	106.3	90
605189at33208a	Complete	OKRP01000415.1	66890	68169	-	70.9	71
606048at33208a	Fragmented	OKRP01000894.1	81486	83365	+	147.9	98
606539at33208a	Complete	OKRP01000171.1	140393	143486	+	129.2	115
606748at33208a	Complete	OKRP01001789.1	47135	48980	-	137.9	85
606776at33208a	Fragmented	OKRP01000103.1	101918	102331	+	43.7	70
606795at33208a	Complete	OKRP01000232.1	89738	91594	+	119.5	87
606958at33208a	Complete	OKRP01001104.1	92262	93930	+	124.4	86
607862at33208a	Complete	OKRP01001916.1	723	3861	+	140.4	90
608011at33208a	Complete	OKRP01001104.1	36104	41824	+	135.4	73
608074at33208a	Complete	OKRP01000347.1	249780	255851	+	119.2	94
608190at33208a	Complete	OKRP01000283.1	65572	67029	+	99.3	95
608669at33208a	Missing
608869at33208a	Fragmented	OKRP01000476.1	147915	149489	+	115.6	76
608924at33208a	Missing
609899at33208a	Fragmented	OKRP01000156.1	113353	119711	-	109.7	79
610427at33208a	Complete	OKRP01001308.1	46516	48944	+	137.7	97
610541at33208a	Fragmented	OKRP01000072.1	128754	129287	+	102.0	90
611258at33208a	Complete	OKRP01002067.1	64220	70382	+	157.0	139
611279at33208a	Complete	OKRP01000150.1	260084	267228	+	150.1	193
611373at33208a	Complete	OKRP01000509.1	163487	166076	+	129.2	93
611891at33208a	Complete	OKRP01000070.1	352554	354121	+	66.4	74
612760at33208a	Complete	OKRP01000071.1	181780	185770	+	147.8	87
612825at33208a	Complete	OKRP01000973.1	61966	63848	-	129.0	161
613522at33208a	Missing
613580at33208a	Complete	OKRP01000011.1	449487	459558	+	233.8	360
613851at33208a	Complete	OKRP01000778.1	72871	74307	+	118.8	106
614305at33208a	Missing
615531at33208a	Complete	OKRP01001698.1	26106	27999	+	130.4	76
615585at33208a	Complete	OKRP01000658.1	74410	80722	+	109.3	84
615840at33208a	Missing
616120at33208a	Fragmented	OKRP01000125.1	90897	92081	-	75.5	59
616149at33208a	Missing
616613at33208a	Complete	OKRP01000024.1	191533	192860	+	158.3	79
616716at33208a	Complete	OKRP01001807.1	11162	17296	+	171.7	123
617020at33208a	Complete	OKRP01000147.1	26696	27616	+	235.5	201
617441at33208a	Complete	OKRP01000180.1	302201	302545	-	167.2	80
617522at33208a	Complete	OKRP01011848.1	804	1359	-	104.2	94
617667at33208a	Fragmented	OKRP01001614.1	62566	63073	-	111.2	61
618339at33208a	Complete	OKRP01000262.1	25104	27212	+	139.0	83
618421at33208a	Complete	OKRP01000007.1	133658	134062	+	95.3	97
618516at33208a	Complete	OKRP01001368.1	77793	79498	-	159.7	135
618986at33208a	Complete	OKRP01000335.1	50667	56274	-	97.1	109
619250at33208a	Complete	OKRP01000359.1	188393	192230	-	102.6	119
619326at33208a	Fragmented	OKRP01000004.1	768880	769077	-	113.8	56
619415at33208a	Missing
620546at33208a	Complete	OKRP01000002.1	595568	596275	+	129.3	126
620753at33208a	Fragmented	OKRP01000919.1	93101	93361	+	24.2	31
621585at33208a	Fragmented	OKRP01000172.1	193124	198658	+	99.3	76
621808at33208a	Complete	OKRP01000994.1	70366	73869	+	162.1	81
622156at33208a	Missing
622172at33208a	Missing
622270at33208a	Complete	OKRP01000939.1	48706	51162	+	142.1	95
622461at33208a	Duplicated	OKRP01000308.1	142821	143808	-	191.0	105
622461at33208a	Duplicated	OKRP01007126.1	1556	2539	-	191.0	105
622560at33208a	Missing
623138at33208a	Fragmented	OKRP01000128.1	16003	17187	-	56.1	62
623324at33208a	Fragmented	OKRP01000128.1	174153	174266	-	81.2	37
623444at33208a	Complete	OKRP01000101.1	54786	55775	-	187.8	151
623995at33208a	Complete	OKRP01007865.1	2036	2261	-	35.7	67
625077at33208a	Complete	OKRP01000574.1	116006	120506	+	121.7	85
625091at33208a	Complete	OKRP01000246.1	136078	137864	-	68.1	75
625769at33208a	Complete	OKRP01000226.1	142069	150966	-	133.2	83
628082at33208a	Complete	OKRP01001896.1	60255	62358	-	119.5	67
628231at33208a	Complete	OKRP01000078.1	363166	367823	-	60.4	92
628247at33208a	Complete	OKRP01002393.1	23107	31707	+	102.5	100
629763at33208a	Complete	OKRP01000100.1	120390	124677	-	85.7	62
630073at33208a	Fragmented	OKRP01000227.1	181435	185587	-	39.4	20
631107at33208a	Complete	OKRP01006122.1	9136	10533	-	117.1	248
631173at33208a	Missing
631196at33208a	Complete	OKRP01000024.1	285768	288398	+	141.3	146
631662at33208a	Complete	OKRP01000985.1	35723	38579	-	125.8	84
631767at33208a	Complete	OKRP01000123.1	237773	242960	+	108.3	100
631798at33208a	Missing
631811at33208a	Complete	OKRP01000453.1	118844	123815	-	177.8	150
632234at33208a	Duplicated	OKRP01000018.1	585923	587910	+	168.5	96
632234at33208a	Duplicated	OKRP01006333.1	259	2280	+	154.2	96
632472at33208a	Complete	OKRP01000055.1	195839	199067	+	109.9	96
632566at33208a	Fragmented	OKRP01001906.1	2149	7269	-	143.1	107
633007at33208a	Complete	OKRP01000030.1	567256	570231	+	149.0	130
633282at33208a	Complete	OKRP01000378.1	72827	77460	+	58.0	61
633619at33208a	Missing
634446at33208a	Complete	OKRP01000508.1	125785	126710	+	89.2	75
634447at33208a	Missing
636041at33208a	Complete	OKRP01000169.1	213232	215863	-	68.7	78
636070at33208a	Complete	OKRP01000680.1	162116	164785	-	54.5	92
636300at33208a	Fragmented	OKRP01008520.1	1786	2941	+	100.9	48
636423at33208a	Fragmented	OKRP01000225.1	131044	131466	+	59.2	64
637971at33208a	Complete	OKRP01000466.1	102800	105523	-	87.4	86
638541at33208a	Complete	OKRP01000625.1	147288	153193	-	91.8	75
639252at33208a	Complete	OKRP01002070.1	55667	59259	-	69.5	103
640187at33208a	Missing
640349at33208a	Fragmented	OKRP01000565.1	78268	79211	-	48.6	51
641073at33208a	Missing
641257at33208a	Missing
642323at33208a	Fragmented	OKRP01000107.1	88862	89110	+	52.8	41
642552at33208a	Missing
642773at33208a	Complete	OKRP01013211.1	304	1444	+	76.2	71
643380at33208a	Complete	OKRP01000011.1	559780	564456	-	92.5	119
643883at33208a	Complete	OKRP01000182.1	258278	260300	-	98.1	81
643954at33208a	Missing
644034at33208a	Missing
648300at33208a	Complete	OKRP01002294.1	686	3250	+	79.4	132
649979at33208a	Complete	OKRP01000715.1	129755	131864	-	109.8	98
