# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
573313at33208a	Duplicated	Pastreoides42081-RA:729-1568	188.4	305
573313at33208a	Duplicated	Pastreoides64386-RA:1002-1841	188.4	305
573313at33208a	Duplicated	Pastreoides49439-RA:90-908	173.4	290
573313at33208a	Duplicated	Pastreoides53036-RA:90-908	173.4	290
574311at33208a	Complete	Pastreoides18894-RA:26-445	63.4	74
575360at33208a	Complete	Pastreoides22738-RA:109-561	175.3	124
576633at33208a	Complete	Pastreoides31150-RA:70-720	273.0	168
576938at33208a	Complete	Pastreoides04211-RA:0-404	105.1	100
576997at33208a	Missing
577068at33208a	Complete	Pastreoides11892-RA:0-929	214.2	238
577339at33208a	Complete	Pastreoides49534-RA:12-509	105.3	92
577929at33208a	Fragmented	Pastreoides45463-RA:0-572	48.5	67
578354at33208a	Complete	Pastreoides50456-RA:0-443	224.8	127
578582at33208a	Complete	Pastreoides09179-RA:0-548	177.0	126
578684at33208a	Complete	Pastreoides34002-RA:93-953	216.5	208
578726at33208a	Complete	Pastreoides10624-RA:0-611	120.2	128
578734at33208a	Complete	Pastreoides41480-RA:255-1775	157.9	581
578959at33208a	Fragmented	Pastreoides03612-RA:558-839	133.2	83
579029at33208a	Complete	Pastreoides10774-RA:0-542	110.7	151
580062at33208a	Complete	Pastreoides26931-RA:94-732	139.2	160
580288at33208a	Complete	Pastreoides53173-RA:26-415	221.4	116
580851at33208a	Complete	Pastreoides47964-RA:0-512	86.6	120
580896at33208a	Duplicated	Pastreoides51369-RA:24-1613	239.2	253
580896at33208a	Duplicated	Pastreoides17388-RA:48-908	208.1	207
581006at33208a	Complete	Pastreoides35036-RA:0-749	142.5	126
581475at33208a	Complete	Pastreoides05457-RA:116-589	132.2	129
581543at33208a	Complete	Pastreoides28139-RA:135-620	115.8	129
581547at33208a	Complete	Pastreoides21639-RA:48-575	248.2	151
581621at33208a	Complete	Pastreoides11970-RA:5-607	297.4	161
581717at33208a	Complete	Pastreoides25074-RA:105-764	160.1	163
581779at33208a	Complete	Pastreoides04446-RA:15-1355	141.9	262
582265at33208a	Duplicated	Pastreoides24910-RA:0-746	203.7	153
582265at33208a	Duplicated	Pastreoides26699-RA:45-722	203.3	153
582341at33208a	Complete	Pastreoides33135-RA:36-512	195.7	110
582473at33208a	Complete	Pastreoides12681-RA:0-623	197.4	159
582823at33208a	Fragmented	Pastreoides11272-RA:552-941	135.6	121
582951at33208a	Complete	Pastreoides12973-RA:39-326	145.2	88
583626at33208a	Complete	Pastreoides27757-RA:0-500	88.4	126
584023at33208a	Fragmented	Pastreoides13202-RA:81-492	137.4	110
584333at33208a	Fragmented	Pastreoides48182-RA:0-290	70.8	78
584373at33208a	Duplicated	Pastreoides55826-RA:0-377	62.2	67
584373at33208a	Duplicated	Pastreoides62146-RA:0-377	62.2	67
585078at33208a	Complete	Pastreoides53516-RA:0-353	88.0	82
585232at33208a	Complete	Pastreoides17643-RA:0-596	112.9	106
585305at33208a	Duplicated	Pastreoides20372-RA:1-342	170.1	85
585305at33208a	Duplicated	Pastreoides20411-RA:1-342	170.1	85
585313at33208a	Complete	Pastreoides17293-RA:0-551	240.8	156
585656at33208a	Complete	Pastreoides01156-RA:19-489	179.7	133
585726at33208a	Duplicated	Pastreoides07434-RA:0-629	194.6	151
585726at33208a	Duplicated	Pastreoides33945-RA:0-512	167.1	125
585809at33208a	Complete	Pastreoides25774-RA:0-866	201.9	183
586156at33208a	Complete	Pastreoides57069-RA:10-471	122.0	114
586310at33208a	Complete	Pastreoides23149-RA:81-665	154.3	140
586690at33208a	Complete	Pastreoides45043-RA:15-458	168.0	121
586719at33208a	Missing
587399at33208a	Complete	Pastreoides15163-RA:0-752	131.2	139
587407at33208a	Duplicated	Pastreoides60088-RA:0-662	161.9	167
587407at33208a	Duplicated	Pastreoides15187-RA:6-686	150.5	167
587513at33208a	Complete	Pastreoides17072-RA:15-1388	286.8	288
587688at33208a	Complete	Pastreoides24513-RA:0-485	82.9	82
587958at33208a	Complete	Pastreoides18719-RA:0-368	182.5	84
589773at33208a	Missing
589901at33208a	Complete	Pastreoides56165-RA:402-1643	327.2	258
590221at33208a	Complete	Pastreoides21643-RA:0-428	110.6	98
590347at33208a	Complete	Pastreoides42901-RA:33-689	127.4	140
590416at33208a	Fragmented	Pastreoides04265-RA:9-464	124.8	90
590470at33208a	Complete	Pastreoides11633-RA:0-782	209.4	208
591316at33208a	Fragmented	Pastreoides24966-RA:9-566	150.4	87
591391at33208a	Complete	Pastreoides40245-RA:78-653	176.7	127
591498at33208a	Complete	Pastreoides41488-RA:68-958	168.4	168
592087at33208a	Complete	Pastreoides02264-RA:5-565	219.0	136
592094at33208a	Complete	Pastreoides24204-RA:0-653	288.6	174
592759at33208a	Complete	Pastreoides16362-RA:0-662	242.5	172
592872at33208a	Complete	Pastreoides31133-RA:0-596	140.3	133
594172at33208a	Complete	Pastreoides23724-RA:0-455	237.5	121
594271at33208a	Complete	Pastreoides08833-RA:12-470	81.7	92
594842at33208a	Complete	Pastreoides16118-RA:5-541	182.2	112
594937at33208a	Complete	Pastreoides52936-RA:70-735	81.2	109
595010at33208a	Complete	Pastreoides33481-RA:0-839	272.4	216
595316at33208a	Missing
595404at33208a	Duplicated	Pastreoides31162-RA:0-407	184.2	115
595404at33208a	Duplicated	Pastreoides56469-RA:0-407	184.2	115
595404at33208a	Duplicated	Pastreoides59075-RA:49-455	178.4	115
595858at33208a	Fragmented	Pastreoides37503-RA:37-396	140.6	114
596131at33208a	Complete	Pastreoides01716-RA:19-297	117.8	81
596973at33208a	Fragmented	Pastreoides05698-RA:189-554	125.1	117
597023at33208a	Duplicated	Pastreoides47013-RA:120-611	108.6	138
597023at33208a	Duplicated	Pastreoides21625-RA:138-641	107.6	149
597023at33208a	Duplicated	Pastreoides47014-RA:201-653	102.2	134
597816at33208a	Complete	Pastreoides44396-RA:20-604	178.3	143
598405at33208a	Missing
598944at33208a	Duplicated	Pastreoides30697-RA:51-890	153.9	198
598944at33208a	Duplicated	Pastreoides54488-RA:51-890	153.9	198
599320at33208a	Fragmented	Pastreoides16032-RA:166-390	101.4	66
600462at33208a	Fragmented	Pastreoides11437-RA:0-545	118.2	114
600823at33208a	Fragmented	Pastreoides37425-RA:12-308	109.6	69
601242at33208a	Fragmented	Pastreoides37917-RA:39-365	136.1	89
601650at33208a	Complete	Pastreoides11671-RA:1-630	112.1	96
601768at33208a	Fragmented	Pastreoides40508-RA:86-587	169.2	132
601875at33208a	Complete	Pastreoides37153-RA:36-1718	167.9	232
601886at33208a	Complete	Pastreoides03429-RA:0-647	198.8	162
601967at33208a	Complete	Pastreoides50872-RA:0-362	156.9	106
602089at33208a	Complete	Pastreoides23091-RA:0-344	169.2	98
602148at33208a	Complete	Pastreoides00559-RA:117-473	105.5	77
602587at33208a	Complete	Pastreoides02461-RA:0-386	98.8	63
603239at33208a	Complete	Pastreoides14219-RA:0-527	138.6	148
603370at33208a	Complete	Pastreoides33467-RA:0-431	186.2	125
603609at33208a	Fragmented	Pastreoides01982-RA:0-296	107.2	77
603673at33208a	Complete	Pastreoides12921-RA:3-506	175.7	119
604211at33208a	Complete	Pastreoides18693-RA:39-752	166.1	163
604943at33208a	Missing
605189at33208a	Fragmented	Pastreoides33340-RA:0-245	37.3	42
606048at33208a	Fragmented	Pastreoides09616-RA:345-659	144.3	96
606539at33208a	Complete	Pastreoides38101-RA:0-407	161.4	115
606748at33208a	Complete	Pastreoides10947-RA:20-346	137.7	85
606776at33208a	Fragmented	Pastreoides31901-RA:6-371	28.4	63
606795at33208a	Duplicated	Pastreoides21142-RA:0-383	118.3	89
606795at33208a	Duplicated	Pastreoides38781-RA:12-377	116.2	95
606958at33208a	Complete	Pastreoides39393-RA:33-443	149.7	98
607862at33208a	Complete	Pastreoides11067-RA:30-410	142.8	107
608011at33208a	Duplicated	Pastreoides39386-RA:0-284	138.3	73
608011at33208a	Duplicated	Pastreoides44404-RA:0-281	128.6	73
608074at33208a	Missing
608190at33208a	Complete	Pastreoides23993-RA:15-332	69.7	85
608669at33208a	Missing
608869at33208a	Complete	Pastreoides30226-RA:0-374	155.9	103
608924at33208a	Complete	Pastreoides18093-RA:20-427	177.2	118
609899at33208a	Complete	Pastreoides23371-RA:0-461	124.9	97
610427at33208a	Complete	Pastreoides31287-RA:0-443	131.6	97
610541at33208a	Fragmented	Pastreoides07436-RA:0-512	101.4	90
611258at33208a	Complete	Pastreoides27917-RA:9-554	160.6	139
611279at33208a	Missing
611373at33208a	Complete	Pastreoides18742-RA:28-385	137.0	93
611891at33208a	Complete	Pastreoides07376-RA:9-467	65.1	74
612760at33208a	Complete	Pastreoides27971-RA:0-368	154.7	87
612825at33208a	Complete	Pastreoides33470-RA:242-787	120.8	118
613522at33208a	Missing
613580at33208a	Complete	Pastreoides11257-RA:0-1616	244.1	346
613851at33208a	Complete	Pastreoides12883-RA:60-383	81.6	82
614305at33208a	Missing
615531at33208a	Complete	Pastreoides00542-RA:698-1081	146.2	86
615585at33208a	Fragmented	Pastreoides56963-RA:0-245	90.8	66
615840at33208a	Missing
616120at33208a	Complete	Pastreoides09392-RA:0-539	100.5	103
616149at33208a	Complete	Pastreoides33831-RA:0-488	95.9	80
616613at33208a	Complete	Pastreoides12154-RA:27-386	161.3	79
616716at33208a	Complete	Pastreoides38436-RA:12-503	162.6	123
617020at33208a	Missing
617441at33208a	Complete	Pastreoides23626-RA:68-424	167.0	80
617522at33208a	Complete	Pastreoides04519-RA:0-401	104.1	94
617667at33208a	Complete	Pastreoides10325-RA:5-292	142.1	81
618339at33208a	Complete	Pastreoides24561-RA:0-299	138.9	83
618421at33208a	Duplicated	Pastreoides29705-RA:0-539	94.1	97
618421at33208a	Duplicated	Pastreoides30334-RA:0-539	94.1	97
618516at33208a	Complete	Pastreoides23090-RA:0-626	160.2	135
618986at33208a	Complete	Pastreoides13145-RA:0-611	95.1	81
619250at33208a	Complete	Pastreoides16715-RA:29-847	105.0	120
619326at33208a	Duplicated	Pastreoides22175-RA:35-352	148.0	88
619326at33208a	Duplicated	Pastreoides64315-RA:18-284	143.6	78
619415at33208a	Duplicated	Pastreoides01722-RA:35-586	169.5	151
619415at33208a	Duplicated	Pastreoides34808-RA:35-586	169.5	151
620546at33208a	Complete	Pastreoides18541-RA:0-707	130.0	126
620753at33208a	Complete	Pastreoides06913-RA:96-488	123.1	85
621585at33208a	Fragmented	Pastreoides05350-RA:29-396	102.6	77
621808at33208a	Duplicated	Pastreoides17397-RA:0-299	168.1	81
621808at33208a	Duplicated	Pastreoides51379-RA:0-299	168.1	81
622156at33208a	Complete	Pastreoides14407-RA:222-1031	85.8	109
622172at33208a	Fragmented	Pastreoides56411-RA:74-394	60.6	84
622270at33208a	Complete	Pastreoides18440-RA:0-419	182.2	95
622461at33208a	Complete	Pastreoides11535-RA:417-764	191.2	105
622560at33208a	Complete	Pastreoides33422-RA:0-458	207.8	151
623138at33208a	Missing
623324at33208a	Complete	Pastreoides09066-RA:57-665	194.2	128
623444at33208a	Complete	Pastreoides15296-RA:15-572	187.8	151
623995at33208a	Duplicated	Pastreoides37133-RA:0-227	94.8	67
623995at33208a	Duplicated	Pastreoides41896-RA:0-227	94.8	67
625077at33208a	Complete	Pastreoides46976-RA:0-371	143.3	103
625091at33208a	Missing
625769at33208a	Complete	Pastreoides10486-RA:0-1274	150.8	93
628082at33208a	Complete	Pastreoides21602-RA:15-242	141.8	72
628231at33208a	Complete	Pastreoides07838-RA:0-371	99.7	92
628247at33208a	Duplicated	Pastreoides37462-RA:60-392	112.8	100
628247at33208a	Duplicated	Pastreoides40516-RA:60-392	112.8	100
629763at33208a	Missing
630073at33208a	Complete	Pastreoides09757-RA:85-504	120.1	57
631107at33208a	Complete	Pastreoides48582-RA:150-1097	115.9	226
631173at33208a	Missing
631196at33208a	Complete	Pastreoides12143-RA:0-614	104.2	198
631662at33208a	Fragmented	Pastreoides15794-RA:45-278	94.5	62
631767at33208a	Fragmented	Pastreoides04998-RA:75-303	98.0	69
631798at33208a	Complete	Pastreoides10453-RA:0-431	82.9	103
631811at33208a	Complete	Pastreoides00328-RA:0-509	180.7	146
632234at33208a	Complete	Pastreoides32304-RA:0-368	191.3	102
632472at33208a	Duplicated	Pastreoides64462-RA:0-398	98.9	80
632472at33208a	Duplicated	Pastreoides59625-RA:0-488	90.5	91
632472at33208a	Duplicated	Pastreoides63699-RA:0-488	90.5	91
632566at33208a	Fragmented	Pastreoides06426-RA:9-389	165.2	107
633007at33208a	Complete	Pastreoides08288-RA:21-611	148.4	130
633282at33208a	Complete	Pastreoides01943-RA:36-281	57.2	60
633619at33208a	Complete	Pastreoides06725-RA:78-332	75.6	41
634446at33208a	Fragmented	Pastreoides18199-RA:0-209	114.4	62
634447at33208a	Complete	Pastreoides02333-RA:48-356	120.1	78
636041at33208a	Complete	Pastreoides23553-RA:0-356	114.7	85
636070at33208a	Complete	Pastreoides08423-RA:3-404	65.1	103
636300at33208a	Complete	Pastreoides47214-RA:0-383	153.0	73
636423at33208a	Missing
637971at33208a	Complete	Pastreoides01673-RA:0-380	98.5	86
638541at33208a	Duplicated	Pastreoides36803-RA:6-509	105.2	75
638541at33208a	Duplicated	Pastreoides04507-RA:6-509	105.2	75
639252at33208a	Missing
640187at33208a	Complete	Pastreoides55377-RA:0-1232	211.1	238
640349at33208a	Complete	Pastreoides32581-RA:51-392	45.2	72
641073at33208a	Missing
641257at33208a	Missing
642323at33208a	Fragmented	Pastreoides41698-RA:3-341	53.6	43
642552at33208a	Missing
642773at33208a	Complete	Pastreoides57519-RA:120-434	58.8	63
643380at33208a	Duplicated	Pastreoides38847-RA:54-338	96.3	82
643380at33208a	Duplicated	Pastreoides11248-RA:165-449	96.3	82
643883at33208a	Complete	Pastreoides19800-RA:0-320	82.3	82
643954at33208a	Missing
644034at33208a	Missing
648300at33208a	Complete	Pastreoides34141-RA:18-431	61.1	114
649979at33208a	Complete	Pastreoides00464-RA:0-452	99.7	94
